REF_AREA;Reference area (TR);FREQ;Frequency of observation (A);INDICATOR;Statistical indicator (NG_ADNKS);IKAMET_YERI;Place of residence (_T);ADNKS_GOSTERGE;ADNKS Indicator (NUFUS);Time period (TIME_PERIOD);Observation;OBS_STATUS;Observation status;TIME_FORMAT;Time format;DECIMAL;Decimals;UNIT_MEASURE;Unit of measure;UNIT_MULT;Unit multiplier
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2017;2216475;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2018;2220125;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2019;2237940;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2020;2258718;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2021;2263373;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2022;2274106;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2023;2270298;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2024;2280484;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR621;Adana;NUFUS;Population;2025;2283609;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2007;1595938;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2008;1602908;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2009;1640888;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2010;1647899;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2011;1667939;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2012;1682848;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2013;1705774;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2014;1727255;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2015;1745221;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2016;1773852;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2017;1793931;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2018;1814468;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2019;1840425;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2020;1868757;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2021;1891145;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2022;1916432;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2023;1938389;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2024;1954279;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR622;Mersin;NUFUS;Population;2025;1956428;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2007;1386224;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2008;1413287;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2009;1448418;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2010;1480571;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2011;1474223;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2012;1483674;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2013;1503066;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2014;1519836;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2015;1533507;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2016;1555165;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2017;1575226;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2018;1609856;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2019;1628894;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2020;1659320;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2021;1670712;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2022;1686043;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2023;1544640;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2024;1562185;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR631;Hatay;NUFUS;Population;2025;1577531;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2007;1004414;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2008;1029298;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2009;1037491;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2010;1044816;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2011;1054210;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2012;1063174;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2013;1075706;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2014;1089038;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2015;1096610;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2016;1112634;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2017;1127623;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2018;1144851;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2019;1154102;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2020;1168163;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2021;1171298;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2022;1177436;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2023;1116618;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2024;1134105;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR632;Kahramanmaraş;NUFUS;Population;2025;1146278;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2007;452880;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2008;464704;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2009;471804;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2010;479221;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2011;485357;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2012;492135;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2013;498981;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2014;506807;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2015;512873;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2016;522175;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2017;527724;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2018;534415;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2019;538759;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2020;548556;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2021;553012;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2022;559405;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2023;557666;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2024;561061;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR633;Osmaniye;NUFUS;Population;2025;564123;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2007;366109;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2008;370598;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2009;376907;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2010;377505;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2011;378823;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2012;379915;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2013;382806;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2014;384252;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2015;386514;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2016;396673;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2017;402404;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2018;412172;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2019;416367;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2020;423011;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2021;429069;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2022;433055;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2023;438504;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2024;439474;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR712;Aksaray;NUFUS;Population;2025;441136;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2007;280234;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2008;279325;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2009;280834;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2010;276647;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2011;274992;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2012;274727;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2013;274658;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2014;271092;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2015;270271;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2016;277984;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2017;278749;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2018;286602;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2019;283017;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2020;278703;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2021;275968;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2022;277046;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2023;285744;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2024;283053;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR711;Kırıkkale;NUFUS;Population;2025;282830;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2007;223170;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2008;222735;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2009;223102;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2010;221876;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2011;221015;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2012;221209;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2013;223498;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2014;222707;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2015;225562;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2016;229975;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2017;234529;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2018;241868;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2019;242938;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2020;243042;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2021;242944;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2022;244519;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2023;247179;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2024;244546;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR715;Kırşehir;NUFUS;Population;2025;242777;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR714;Nevşehir;NUFUS;Population;2007;280058;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR714;Nevşehir;NUFUS;Population;2008;281699;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR714;Nevşehir;NUFUS;Population;2009;284025;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR714;Nevşehir;NUFUS;Population;2010;282337;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR714;Nevşehir;NUFUS;Population;2011;283247;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR714;Nevşehir;NUFUS;Population;2012;285190;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR714;Nevşehir;NUFUS;Population;2013;285460;;;;;;;;;;
