REF_AREA;Reference area (TR);FREQ;Frequency of observation (A);INDICATOR;Statistical indicator (NG_ADNKS);IKAMET_YERI;Place of residence (_T);ADNKS_GOSTERGE;ADNKS Indicator (NUFUS);Time period (TIME_PERIOD);Observation;OBS_STATUS;Observation status;TIME_FORMAT;Time format;DECIMAL;Decimals;UNIT_MEASURE;Unit of measure;UNIT_MULT;Unit multiplier
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR722;Sivas;NUFUS;Population;2015;618617;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR722;Sivas;NUFUS;Population;2016;621224;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR722;Sivas;NUFUS;Population;2017;621301;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR722;Sivas;NUFUS;Population;2018;646608;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR722;Sivas;NUFUS;Population;2019;638956;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR722;Sivas;NUFUS;Population;2020;635889;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR722;Sivas;NUFUS;Population;2021;636121;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR722;Sivas;NUFUS;Population;2022;634924;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR722;Sivas;NUFUS;Population;2023;650401;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR722;Sivas;NUFUS;Population;2024;637007;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR722;Sivas;NUFUS;Population;2025;631401;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2007;492127;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2008;484206;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2009;487365;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2010;476096;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2011;465696;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2012;453211;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2013;444211;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2014;432560;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2015;419440;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2016;421041;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2017;418650;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2018;424981;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2019;421200;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2020;419095;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2021;418500;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2022;418442;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2023;420699;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2024;413161;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR723;Yozgat;NUFUS;Population;2025;413208;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2007;182131;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2008;185368;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2009;188449;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2010;187758;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2011;187291;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2012;188436;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2013;189139;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2014;189405;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2015;190708;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2016;192389;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2017;193577;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2018;198999;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2019;198249;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2020;198979;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2021;201711;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2022;203351;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2023;207238;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2024;206715;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR813;Bartın;NUFUS;Population;2025;206663;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2007;218463;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2008;216248;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2009;218564;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2010;227610;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2011;219728;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2012;225145;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2013;230251;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2014;231333;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2015;236978;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2016;242347;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2017;244453;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2018;248014;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2019;248458;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2020;243614;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2021;249287;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2022;252058;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2023;255242;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2024;250478;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR812;Karabük;NUFUS;Population;2025;249614;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2007;615890;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2008;619151;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2009;619812;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2010;619703;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2011;612406;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2012;606527;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2013;601567;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2014;598796;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2015;595907;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2016;597524;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2017;596892;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2018;599698;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2019;596053;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2020;591204;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2021;589684;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2022;588510;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2023;591492;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2024;586802;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR811;Zonguldak;NUFUS;Population;2025;585203;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2007;174012;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2008;176093;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2009;185019;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2010;179067;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2011;177211;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2012;184406;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2013;190909;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2014;183550;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2015;180945;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2016;183880;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2017;186074;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2018;216362;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2019;195789;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2020;192428;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2021;196515;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2022;195766;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2023;205501;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2024;199981;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR822;Çankırı;NUFUS;Population;2025;200549;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2007;360366;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2008;360424;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2009;359823;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2010;361222;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2011;359759;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2012;359808;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2013;368093;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2014;368907;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2015;372633;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2016;376945;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2017;372373;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2018;383373;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2019;379405;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2020;376377;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2021;375592;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2022;378115;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2023;388990;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2024;381991;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR821;Kastamonu;NUFUS;Population;2025;379934;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2007;198412;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2008;200791;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2009;201134;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2010;202740;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2011;203027;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2012;201311;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2013;204568;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2014;204526;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2015;204133;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2016;205478;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2017;207427;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2018;219733;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2019;218243;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2020;216460;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2021;218408;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2022;220799;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2023;229716;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2024;226957;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR823;Sinop;NUFUS;Population;2025;225848;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2007;328674;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2008;323675;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2009;324268;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2010;334786;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2011;323079;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2012;322283;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2013;321977;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2014;321913;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2015;322167;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2016;326351;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2017;329888;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2018;337508;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2019;337800;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2020;335494;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2021;335331;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2022;338267;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2023;339529;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2024;342378;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR834;Amasya;NUFUS;Population;2025;342242;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2007;549828;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2008;545444;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2009;540704;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2010;535405;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2011;534578;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2012;529975;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2013;532080;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2014;527220;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2015;525180;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2016;527863;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2017;528422;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2018;536483;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2019;530864;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2020;530126;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2021;526282;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2022;524130;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2023;528351;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2024;521335;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR833;Çorum;NUFUS;Population;2025;519590;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2007;1228959;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2008;1233677;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2009;1250076;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2010;1252693;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2011;1251729;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2012;1251722;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2013;1261810;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2014;1269989;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2015;1279884;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2016;1295927;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2017;1312990;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2018;1335716;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2019;1348542;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2020;1356079;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2021;1371274;;;;;;;;;;
TR;Türkiye;A;Annual;NG_ADNKS;Address Based Population Registration System;TR831;Samsun;NUFUS;Population;2022;1368488;;;;;;;;;;
